Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699129'}
Loaded pretrained weights.
#i	Loss	VTE	TV
240	-0.08	-0.08(-0.08)	0.0(290)
240	-0.03	-0.08(-0.08)	0.05(90.5)
240	0.07	-0.01(-0.01)	0.08(16.6)
240	-0.08	-0.09(-0.09)	0.01(218)
250	-0.03	-0.08(-0.08)	0.05(103)
250	-0.08	-0.09(-0.09)	0.0(322)
250	0.04	-0.02(-0.02)	0.06(12.9)
250	-0.08	-0.09(-0.09)	0.01(241)
260	-0.07	-0.07(-0.07)	0.0(367)
260	-0.01	-0.06(-0.06)	0.05(108)
260	0.06	-0.01(-0.01)	0.07(13.5)
260	-0.06	-0.07(-0.07)	0.01(268)
270	-0.07	-0.07(-0.07)	0.0(316)
270	-0.02	-0.06(-0.06)	0.05(94.8)
270	0.06	-0.01(-0.01)	0.08(15.1)
270	-0.06	-0.07(-0.07)	0.01(228)
280	-0.07	-0.07(-0.07)	0.0(253)
280	-0.02	-0.06(-0.06)	0.04(76.9)
280	0.02	-0.02(-0.02)	0.04(7.61)
280	-0.06	-0.07(-0.07)	0.01(183)
290	-0.08	-0.08(-0.08)	0.0(283)
290	-0.04	-0.08(-0.08)	0.04(74.3)
290	0.04	-0.01(-0.01)	0.05(9.94)
290	-0.07	-0.08(-0.08)	0.01(200)
300	-0.09	-0.09(-0.09)	0.0(305)
300	-0.05	-0.09(-0.09)	0.04(85.5)
300	0.01	-0.03(-0.03)	0.04(7.79)
300	-0.08	-0.09(-0.09)	0.01(215)
310	-0.06	-0.07(-0.07)	0.0(345)
310	-0.03	-0.07(-0.07)	0.05(92.1)
310	0.03	-0.02(-0.02)	0.04(8.51)
310	-0.06	-0.07(-0.07)	0.01(239)
320	-0.08	-0.08(-0.08)	0.0(320)
320	-0.03	-0.07(-0.07)	0.04(79.7)
320	0.02	-0.02(-0.02)	0.04(7.68)
320	-0.07	-0.08(-0.08)	0.01(217)
330	-0.09	-0.09(-0.09)	0.0(301)
330	-0.05	-0.08(-0.08)	0.04(76.8)
330	0.01	-0.02(-0.02)	0.02(4.88)
330	-0.08	-0.09(-0.09)	0.01(204)
340	-0.08	-0.09(-0.09)	0.0(234)
340	-0.04	-0.07(-0.07)	0.03(59.0)
340	-0.0	-0.02(-0.02)	0.02(3.07)
340	-0.08	-0.09(-0.09)	0.01(158)
350	-0.1	-0.1(-0.1)	0.0(290)
350	-0.07	-0.1(-0.1)	0.04(72.0)
350	-0.0	-0.02(-0.02)	0.02(3.23)
350	-0.1	-0.11(-0.11)	0.01(195)
360	-0.09	-0.09(-0.09)	0.0(268)
360	-0.05	-0.08(-0.08)	0.03(63.6)
360	0.0	-0.01(-0.01)	0.01(2.69)
360	-0.08	-0.09(-0.09)	0.01(178)
370	-0.07	-0.07(-0.07)	0.0(272)
370	-0.04	-0.07(-0.07)	0.03(64.6)
370	0.0	-0.01(-0.01)	0.01(2.71)
370	-0.07	-0.08(-0.08)	0.01(181)
380	-0.08	-0.08(-0.08)	0.0(264)
380	-0.04	-0.08(-0.08)	0.03(62.3)
380	0.0	-0.01(-0.01)	0.01(2.58)
380	-0.07	-0.08(-0.08)	0.01(174)
390	-0.1	-0.1(-0.1)	0.0(265)
390	-0.05	-0.08(-0.08)	0.03(62.3)
390	0.0	-0.01(-0.01)	0.01(2.5)
390	-0.09	-0.1(-0.1)	0.01(175)
400	-0.08	-0.09(-0.09)	0.0(328)
400	-0.05	-0.09(-0.09)	0.04(80.3)
400	-0.01	-0.03(-0.03)	0.02(3.29)
400	-0.08	-0.1(-0.1)	0.01(219)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699132'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699132'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	-0.01	-0.01(-0.01)	0.0(341)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699132'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.3, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699132'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	1.69	-0.01(-0.01)	1.7(341)
0	0.01	-0.01(-0.01)	0.02(341)
0	0.16	-0.01(-0.01)	0.17(341)
10	-0.03	-0.04(-0.04)	0.0(425)
10	0.53	-0.02(-0.02)	0.55(110)
10	0.08	-0.04(-0.04)	0.12(246)
10	-0.02	-0.04(-0.04)	0.02(390)
20	-0.06	-0.06(-0.06)	0.0(444)
20	0.48	-0.04(-0.04)	0.52(104)
20	0.05	-0.06(-0.06)	0.11(230)
20	-0.04	-0.06(-0.06)	0.02(406)
30	-0.04	-0.05(-0.05)	0.0(433)
30	0.51	-0.03(-0.03)	0.54(108)
30	-0.02	-0.04(-0.04)	0.02(395)
30	0.07	-0.04(-0.04)	0.11(216)
40	-0.01	-0.02(-0.02)	0.0(434)
40	0.44	-0.02(-0.02)	0.46(91.0)
40	0.01	-0.01(-0.01)	0.02(396)
40	0.09	-0.02(-0.02)	0.11(222)
50	-0.0	-0.02(-0.02)	0.02(364)
50	0.53	-0.0(-0.0)	0.53(106)
50	-0.02	-0.02(-0.02)	0.0(395)
50	0.1	-0.01(-0.01)	0.11(216)
60	0.0	-0.02(-0.02)	0.02(381)
60	0.43	-0.02(-0.02)	0.45(89.7)
60	-0.02	-0.02(-0.02)	0.0(416)
60	0.09	-0.01(-0.01)	0.1(205)
70	-0.0	-0.02(-0.02)	0.02(440)
70	0.62	-0.02(-0.02)	0.64(129)
70	-0.02	-0.03(-0.03)	0.0(484)
70	0.1	-0.03(-0.03)	0.13(251)
80	-0.01	-0.03(-0.03)	0.02(346)
80	0.44	-0.01(-0.01)	0.45(90.0)
80	-0.03	-0.03(-0.03)	0.0(379)
80	0.08	-0.02(-0.02)	0.1(194)
90	-0.02	-0.04(-0.04)	0.02(439)
90	0.48	-0.02(-0.02)	0.5(99.4)
90	-0.04	-0.04(-0.04)	0.0(484)
90	0.1	-0.03(-0.03)	0.13(257)
100	-0.02	-0.04(-0.04)	0.02(365)
100	0.45	-0.03(-0.03)	0.47(94.5)
100	-0.04	-0.04(-0.04)	0.0(404)
100	0.06	-0.04(-0.04)	0.1(202)
110	-0.03	-0.05(-0.05)	0.02(383)
110	0.43	-0.02(-0.02)	0.45(89.6)
110	-0.05	-0.06(-0.06)	0.0(424)
110	0.06	-0.04(-0.04)	0.1(205)
120	-0.01	-0.03(-0.03)	0.02(467)
120	0.48	-0.01(-0.01)	0.49(98.8)
120	-0.03	-0.03(-0.03)	0.0(512)
120	0.11	-0.03(-0.03)	0.13(263)
130	0.01	-0.01(-0.01)	0.02(352)
130	0.41	-0.02(-0.02)	0.42(84.6)
130	-0.0	-0.01(-0.01)	0.0(386)
130	0.1	-0.0(-0.0)	0.1(207)
140	-0.02	-0.04(-0.04)	0.02(358)
140	0.33	-0.03(-0.03)	0.36(72.7)
140	-0.03	-0.04(-0.04)	0.0(393)
140	0.06	-0.04(-0.04)	0.1(197)
150	-0.01	-0.04(-0.04)	0.02(487)
150	0.5	-0.02(-0.02)	0.51(103)
150	-0.03	-0.04(-0.04)	0.0(533)
150	0.1	-0.04(-0.04)	0.14(280)
160	-0.03	-0.05(-0.05)	0.02(337)
160	0.35	-0.03(-0.03)	0.38(76.1)
160	-0.04	-0.05(-0.05)	0.0(375)
160	0.03	-0.06(-0.06)	0.09(179)
170	-0.03	-0.05(-0.05)	0.02(349)
170	0.38	-0.03(-0.03)	0.41(81.6)
170	-0.05	-0.05(-0.05)	0.0(399)
170	0.04	-0.05(-0.05)	0.09(178)
180	-0.05	-0.07(-0.07)	0.02(333)
180	0.25	-0.03(-0.03)	0.29(57.2)
180	-0.06	-0.07(-0.07)	0.0(379)
180	0.02	-0.06(-0.06)	0.08(168)
190	-0.04	-0.06(-0.06)	0.02(396)
190	0.24	-0.06(-0.06)	0.3(59.4)
190	-0.06	-0.06(-0.06)	0.0(448)
190	0.02	-0.08(-0.08)	0.11(214)
200	-0.08	-0.1(-0.1)	0.02(408)
200	0.27	-0.03(-0.03)	0.3(59.8)
200	-0.09	-0.1(-0.1)	0.0(465)
200	0.02	-0.09(-0.09)	0.1(210)
210	-0.07	-0.09(-0.09)	0.02(332)
210	0.19	-0.04(-0.04)	0.23(45.7)
210	-0.09	-0.09(-0.09)	0.0(378)
210	-0.01	-0.09(-0.09)	0.08(163)
220	-0.02	-0.04(-0.04)	0.02(345)
220	0.21	-0.03(-0.03)	0.24(48.9)
220	-0.04	-0.04(-0.04)	0.0(395)
220	0.05	-0.04(-0.04)	0.09(188)
230	-0.03	-0.05(-0.05)	0.02(377)
230	0.26	-0.03(-0.03)	0.28(56.2)
230	-0.05	-0.05(-0.05)	0.0(436)
230	0.06	-0.04(-0.04)	0.1(195)
240	-0.06	-0.07(-0.07)	0.02(301)
240	0.2	-0.02(-0.02)	0.21(42.7)
240	-0.07	-0.07(-0.07)	0.0(351)
240	0.01	-0.06(-0.06)	0.07(142)
250	-0.09	-0.1(-0.1)	0.02(324)
250	0.17	-0.03(-0.03)	0.2(40.3)
250	-0.1	-0.1(-0.1)	0.0(381)
250	-0.02	-0.09(-0.09)	0.08(156)
260	-0.06	-0.08(-0.08)	0.02(361)
260	0.21	-0.01(-0.01)	0.22(44.2)
260	-0.08	-0.08(-0.08)	0.0(435)
260	0.02	-0.06(-0.06)	0.09(171)
270	-0.03	-0.05(-0.05)	0.02(305)
270	0.15	-0.03(-0.03)	0.18(36.2)
270	-0.04	-0.04(-0.04)	0.0(372)
270	0.04	-0.04(-0.04)	0.08(156)
280	-0.04	-0.05(-0.05)	0.01(243)
280	0.07	-0.04(-0.04)	0.11(21.0)
280	-0.05	-0.05(-0.05)	0.0(298)
280	-0.0	-0.06(-0.06)	0.06(112)
290	-0.07	-0.08(-0.08)	0.01(261)
290	0.15	-0.02(-0.02)	0.17(33.8)
290	-0.08	-0.08(-0.08)	0.0(330)
290	-0.02	-0.08(-0.08)	0.05(108)
300	-0.08	-0.09(-0.09)	0.01(277)
300	0.06	-0.04(-0.04)	0.1(19.4)
300	-0.08	-0.08(-0.08)	0.0(352)
300	-0.03	-0.09(-0.09)	0.06(120)
310	-0.04	-0.06(-0.06)	0.02(305)
310	0.08	-0.02(-0.02)	0.1(20.4)
310	-0.05	-0.06(-0.06)	0.0(395)
310	-0.0	-0.06(-0.06)	0.06(123)
320	-0.07	-0.09(-0.09)	0.01(272)
320	0.07	-0.02(-0.02)	0.09(18.0)
320	-0.08	-0.08(-0.08)	0.0(362)
320	-0.02	-0.07(-0.07)	0.06(112)
330	-0.07	-0.09(-0.09)	0.01(248)
330	0.03	-0.03(-0.03)	0.05(10.9)
330	-0.08	-0.09(-0.09)	0.0(336)
330	-0.03	-0.08(-0.08)	0.05(101)
340	-0.07	-0.08(-0.08)	0.01(189)
340	0.01	-0.02(-0.02)	0.03(6.94)
340	-0.04	-0.07(-0.07)	0.04(73.6)
340	-0.08	-0.08(-0.08)	0.0(259)
350	-0.1	-0.11(-0.11)	0.01(228)
350	0.0	-0.02(-0.02)	0.03(5.91)
350	-0.06	-0.11(-0.11)	0.04(83.9)
350	-0.1	-0.11(-0.11)	0.0(319)
360	-0.07	-0.08(-0.08)	0.01(206)
360	0.01	-0.02(-0.02)	0.02(4.39)
360	-0.03	-0.07(-0.07)	0.04(72.7)
360	-0.08	-0.08(-0.08)	0.0(293)
370	-0.07	-0.08(-0.08)	0.01(206)
370	0.0	-0.02(-0.02)	0.02(4.2)
370	-0.04	-0.08(-0.08)	0.04(71.9)
370	-0.07	-0.07(-0.07)	0.0(296)
380	-0.06	-0.07(-0.07)	0.01(198)
380	0.0	-0.01(-0.01)	0.02(3.5)
380	-0.04	-0.07(-0.07)	0.03(68.7)
380	-0.07	-0.07(-0.07)	0.0(286)
390	-0.08	-0.09(-0.09)	0.01(198)
390	0.0	-0.02(-0.02)	0.02(3.31)
390	-0.05	-0.08(-0.08)	0.03(67.9)
390	-0.09	-0.09(-0.09)	0.0(287)
400	-0.08	-0.09(-0.09)	0.01(246)
400	-0.01	-0.03(-0.03)	0.02(4.35)
400	-0.05	-0.09(-0.09)	0.04(86.8)
400	-0.09	-0.09(-0.09)	0.0(354)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699133'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699133'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699133'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 2, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 1.0, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699133'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.16	-0.01(-0.01)	0.17(341)
0	0.01	-0.01(-0.01)	0.02(341)
0	1.69	-0.01(-0.01)	1.7(341)
0	-0.01	-0.01(-0.01)	0.0(341)
10	1.72	-0.02(-0.02)	1.74(348)
10	-0.05	-0.05(-0.05)	0.0(507)
10	-0.02	-0.05(-0.05)	0.02(490)
10	0.15	-0.04(-0.04)	0.19(379)
20	1.09	-0.05(-0.05)	1.14(228)
20	-0.06	-0.06(-0.06)	0.0(510)
20	-0.04	-0.06(-0.06)	0.02(482)
20	0.13	-0.05(-0.05)	0.19(372)
30	1.62	-0.02(-0.02)	1.65(329)
30	-0.04	-0.04(-0.04)	0.0(509)
30	-0.01	-0.04(-0.04)	0.02(482)
30	0.17	-0.03(-0.03)	0.2(394)
40	1.33	-0.01(-0.01)	1.34(268)
40	-0.0	-0.0(-0.0)	0.0(504)
40	0.02	-0.0(-0.0)	0.02(478)
40	0.18	-0.0(-0.0)	0.18(365)
50	-0.01	-0.01(-0.01)	0.0(467)
50	1.61	-0.0(-0.0)	1.61(322)
50	0.01	-0.01(-0.01)	0.02(450)
50	0.17	-0.01(-0.01)	0.17(349)
60	-0.0	-0.0(-0.0)	0.0(471)
60	0.02	-0.0(-0.0)	0.02(449)
60	1.32	-0.02(-0.02)	1.34(267)
60	0.17	0.01(0.01)	0.16(322)
70	0.01	0.01(0.01)	0.0(562)
70	1.77	-0.02(-0.02)	1.79(359)
70	0.04	0.01(0.01)	0.03(535)
70	0.2	-0.0(-0.0)	0.21(414)
80	-0.01	-0.01(-0.01)	0.0(442)
80	0.01	-0.01(-0.01)	0.02(420)
80	1.34	-0.01(-0.01)	1.35(271)
80	0.16	0.01(0.01)	0.15(309)
90	-0.01	-0.01(-0.01)	0.0(564)
90	0.02	-0.01(-0.01)	0.03(544)
90	1.44	-0.02(-0.02)	1.46(292)
90	0.2	-0.0(-0.0)	0.2(395)
100	-0.01	-0.01(-0.01)	0.0(472)
100	0.01	-0.01(-0.01)	0.02(446)
100	1.54	-0.03(-0.03)	1.57(314)
100	0.16	-0.01(-0.01)	0.17(339)
110	-0.02	-0.02(-0.02)	0.0(491)
110	0.01	-0.01(-0.01)	0.02(465)
110	1.28	-0.01(-0.01)	1.3(259)
110	0.17	0.0(0.0)	0.17(332)
120	-0.01	-0.01(-0.01)	0.0(599)
120	0.02	-0.01(-0.01)	0.03(571)
120	1.55	-0.02(-0.02)	1.57(313)
120	0.19	-0.02(-0.02)	0.21(420)
130	0.01	0.0(0.0)	0.0(461)
130	0.03	0.0(0.0)	0.02(443)
130	1.16	-0.02(-0.02)	1.17(234)
130	0.18	0.02(0.02)	0.16(318)
140	-0.01	-0.02(-0.02)	0.0(450)
140	0.01	-0.01(-0.01)	0.02(427)
140	1.03	-0.03(-0.03)	1.05(211)
140	0.15	-0.0(-0.0)	0.15(308)
150	-0.02	-0.03(-0.03)	0.0(628)
150	0.0	-0.03(-0.03)	0.03(598)
150	1.32	-0.02(-0.02)	1.34(267)
150	0.2	-0.02(-0.02)	0.22(439)
160	-0.02	-0.02(-0.02)	0.0(448)
160	-0.0	-0.02(-0.02)	0.02(425)
160	1.23	-0.03(-0.03)	1.26(253)
160	0.12	-0.03(-0.03)	0.15(303)
170	-0.03	-0.04(-0.04)	0.0(470)
170	-0.01	-0.04(-0.04)	0.02(441)
170	1.23	-0.03(-0.03)	1.27(253)
170	0.12	-0.03(-0.03)	0.15(307)
180	-0.07	-0.07(-0.07)	0.0(446)
180	-0.06	-0.08(-0.08)	0.02(417)
180	1.0	-0.04(-0.04)	1.04(208)
180	0.07	-0.07(-0.07)	0.14(282)
190	-0.07	-0.07(-0.07)	0.0(528)
190	-0.05	-0.07(-0.07)	0.02(495)
190	0.85	-0.05(-0.05)	0.9(180)
190	0.08	-0.09(-0.09)	0.17(336)
200	-0.09	-0.1(-0.1)	0.0(555)
200	-0.07	-0.1(-0.1)	0.03(520)
200	0.68	-0.05(-0.05)	0.73(146)
200	0.1	-0.09(-0.09)	0.18(368)
210	-0.09	-0.09(-0.09)	0.0(452)
210	-0.07	-0.09(-0.09)	0.02(425)
210	0.57	-0.04(-0.04)	0.61(122)
210	0.09	-0.06(-0.06)	0.15(295)
220	-0.02	-0.03(-0.03)	0.0(470)
220	-0.0	-0.03(-0.03)	0.02(442)
220	0.79	-0.02(-0.02)	0.81(163)
220	0.13	-0.01(-0.01)	0.15(292)
230	-0.03	-0.03(-0.03)	0.0(542)
230	-0.0	-0.03(-0.03)	0.03(509)
230	0.74	-0.03(-0.03)	0.76(153)
230	0.14	-0.02(-0.02)	0.16(320)
240	-0.04	-0.04(-0.04)	0.0(431)
240	-0.02	-0.04(-0.04)	0.02(403)
240	0.55	-0.02(-0.02)	0.57(115)
240	0.09	-0.03(-0.03)	0.13(254)
250	-0.11	-0.11(-0.11)	0.0(453)
250	-0.09	-0.11(-0.11)	0.02(417)
250	0.5	-0.04(-0.04)	0.55(110)
250	0.05	-0.09(-0.09)	0.14(281)
260	-0.05	-0.06(-0.06)	0.0(535)
260	-0.03	-0.06(-0.06)	0.02(488)
260	0.67	-0.02(-0.02)	0.69(138)
260	0.09	-0.05(-0.05)	0.14(284)
270	-0.02	-0.02(-0.02)	0.0(448)
270	-0.0	-0.02(-0.02)	0.02(408)
270	0.42	-0.03(-0.03)	0.44(88.6)
270	0.12	-0.02(-0.02)	0.13(263)
280	-0.04	-0.04(-0.04)	0.0(354)
280	-0.03	-0.04(-0.04)	0.02(320)
280	0.28	-0.04(-0.04)	0.32(64.4)
280	0.04	-0.05(-0.05)	0.09(182)
290	-0.07	-0.07(-0.07)	0.0(390)
290	-0.05	-0.07(-0.07)	0.02(347)
290	0.43	-0.04(-0.04)	0.46(92.8)
290	0.03	-0.07(-0.07)	0.1(199)
300	-0.08	-0.08(-0.08)	0.0(416)
300	-0.06	-0.08(-0.08)	0.02(366)
300	0.25	-0.05(-0.05)	0.3(59.8)
300	0.02	-0.08(-0.08)	0.1(191)
310	-0.06	-0.06(-0.06)	0.0(468)
310	-0.04	-0.06(-0.06)	0.02(406)
310	0.3	-0.02(-0.02)	0.32(64.9)
310	0.04	-0.05(-0.05)	0.1(191)
320	-0.09	-0.09(-0.09)	0.0(427)
320	-0.07	-0.09(-0.09)	0.02(367)
320	0.2	-0.03(-0.03)	0.23(46.0)
320	0.03	-0.06(-0.06)	0.09(184)
330	-0.08	-0.08(-0.08)	0.0(394)
330	-0.06	-0.08(-0.08)	0.02(332)
330	0.14	-0.03(-0.03)	0.17(33.9)
330	0.01	-0.07(-0.07)	0.08(155)
340	-0.06	-0.07(-0.07)	0.0(299)
340	-0.05	-0.07(-0.07)	0.01(245)
340	0.07	-0.03(-0.03)	0.1(19.0)
340	-0.01	-0.06(-0.06)	0.05(107)
350	-0.1	-0.1(-0.1)	0.0(361)
350	-0.09	-0.1(-0.1)	0.01(283)
350	0.04	-0.03(-0.03)	0.07(14.7)
350	-0.04	-0.1(-0.1)	0.06(113)
360	-0.05	-0.06(-0.06)	0.0(326)
360	-0.04	-0.05(-0.05)	0.01(249)
360	0.03	-0.02(-0.02)	0.05(10.6)
360	-0.01	-0.06(-0.06)	0.05(98.3)
370	-0.08	-0.08(-0.08)	0.0(327)
370	-0.07	-0.08(-0.08)	0.01(244)
370	0.02	-0.02(-0.02)	0.04(8.92)
370	-0.04	-0.08(-0.08)	0.05(90.2)
380	-0.07	-0.07(-0.07)	0.0(314)
380	-0.06	-0.08(-0.08)	0.01(230)
380	0.01	-0.02(-0.02)	0.03(5.52)
380	-0.04	-0.08(-0.08)	0.04(81.2)
390	-0.08	-0.08(-0.08)	0.0(312)
390	-0.07	-0.08(-0.08)	0.01(227)
390	0.0	-0.02(-0.02)	0.02(4.44)
390	-0.04	-0.08(-0.08)	0.04(77.5)
400	-0.08	-0.08(-0.08)	0.0(383)
400	-0.06	-0.08(-0.08)	0.01(279)
400	-0.01	-0.03(-0.03)	0.03(5.65)
400	-0.03	-0.08(-0.08)	0.05(98.0)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699134'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699134'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699135'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 5, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.01, 'network': 34, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'tv': 1.0, 'exp_no': '1642699134'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.16	-0.01(-0.01)	0.17(341)
0	1.69	-0.01(-0.01)	1.7(341)
0	0.01	-0.01(-0.01)	0.02(341)
0	-0.01	-0.01(-0.01)	0.0(341)
10	0.15	-0.03(-0.03)	0.18(354)
10	-0.01	-0.03(-0.03)	0.02(400)
10	-0.03	-0.03(-0.03)	0.0(406)
10	1.44	-0.02(-0.02)	1.45(291)
20	0.1	-0.06(-0.06)	0.16(315)
20	-0.03	-0.05(-0.05)	0.02(409)
20	-0.05	-0.05(-0.05)	0.0(420)
20	0.95	-0.04(-0.04)	0.99(197)
30	0.08	-0.06(-0.06)	0.13(264)
30	-0.03	-0.05(-0.05)	0.02(398)
30	-0.05	-0.05(-0.05)	0.0(414)
30	0.5	-0.04(-0.04)	0.54(107)
40	0.05	-0.06(-0.06)	0.11(218)
40	-0.03	-0.05(-0.05)	0.02(383)
40	-0.05	-0.05(-0.05)	0.0(403)
40	0.18	-0.04(-0.04)	0.21(42.8)
50	-0.0	-0.08(-0.08)	0.08(161)
50	-0.06	-0.07(-0.07)	0.02(340)
50	-0.07	-0.07(-0.07)	0.0(362)
50	0.03	-0.04(-0.04)	0.08(15.4)
60	0.0	-0.07(-0.07)	0.07(132)
60	-0.04	-0.06(-0.06)	0.02(337)
60	-0.06	-0.06(-0.06)	0.0(365)
60	0.03	-0.03(-0.03)	0.06(11.9)
70	-0.01	-0.08(-0.08)	0.06(130)
70	-0.05	-0.07(-0.07)	0.02(397)
70	-0.07	-0.07(-0.07)	0.0(435)
70	0.03	-0.05(-0.05)	0.08(15.9)
80	-0.06	-0.07(-0.07)	0.01(299)
80	-0.04	-0.08(-0.08)	0.04(79.5)
80	-0.07	-0.07(-0.07)	0.0(333)
80	0.04	-0.03(-0.03)	0.06(12.7)
90	-0.08	-0.1(-0.1)	0.02(367)
