Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809418'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809418'}
Loaded pretrained weights.
#i	Loss	VTE	TV
290	-0.05	-0.08(-0.08)	0.04(72.1)
290	-0.07	-0.09(-0.09)	0.01(241)
300	-0.08	-0.08(-0.08)	0.0(485)
300	0.03	-0.03(-0.03)	0.06(11.9)
300	-0.03	-0.07(-0.07)	0.04(80.5)
300	-0.07	-0.08(-0.08)	0.01(269)
310	-0.08	-0.08(-0.08)	0.0(313)
310	-0.03	-0.06(-0.06)	0.03(59.3)
310	0.01	-0.02(-0.02)	0.04(7.31)
310	-0.07	-0.08(-0.08)	0.01(169)
320	-0.09	-0.09(-0.09)	0.0(389)
320	-0.06	-0.1(-0.1)	0.03(68.0)
320	-0.01	-0.05(-0.05)	0.04(7.13)
320	-0.09	-0.1(-0.1)	0.01(209)
330	-0.06	-0.07(-0.07)	0.0(409)
330	-0.03	-0.07(-0.07)	0.03(67.6)
330	0.01	-0.02(-0.02)	0.03(5.91)
330	-0.06	-0.07(-0.07)	0.01(219)
340	-0.07	-0.07(-0.07)	0.0(401)
340	-0.04	-0.07(-0.07)	0.03(66.6)
340	-0.0	-0.02(-0.02)	0.02(4.43)
340	-0.07	-0.08(-0.08)	0.01(211)
350	-0.11	-0.11(-0.11)	0.0(372)
350	-0.07	-0.1(-0.1)	0.03(61.0)
350	-0.02	-0.03(-0.03)	0.02(3.38)
350	-0.1	-0.11(-0.11)	0.01(194)
360	-0.09	-0.09(-0.09)	0.0(425)
360	-0.06	-0.09(-0.09)	0.03(65.0)
360	-0.02	-0.04(-0.04)	0.02(3.48)
360	-0.09	-0.1(-0.1)	0.01(218)
370	-0.07	-0.08(-0.08)	0.0(394)
370	-0.06	-0.09(-0.09)	0.03(60.7)
370	-0.01	-0.03(-0.03)	0.02(3.15)
370	-0.07	-0.08(-0.08)	0.01(201)
380	-0.1	-0.11(-0.11)	0.0(306)
380	-0.09	-0.11(-0.11)	0.02(45.6)
380	-0.02	-0.03(-0.03)	0.01(2.29)
380	-0.11	-0.11(-0.11)	0.01(153)
390	-0.09	-0.1(-0.1)	0.0(476)
390	-0.08	-0.11(-0.11)	0.04(72.6)
390	-0.02	-0.04(-0.04)	0.02(3.66)
390	-0.09	-0.11(-0.11)	0.01(240)
400	-0.06	-0.06(-0.06)	0.0(351)
400	-0.02	-0.04(-0.04)	0.03(53.5)
400	0.0	-0.01(-0.01)	0.01(2.69)
400	-0.05	-0.06(-0.06)	0.01(178)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.3, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809446'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	3.78	0.01(0.01)	3.78(755)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.3, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809446'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.3, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809446'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.3, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809446'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.38	0.01(0.01)	0.38(755)
0	0.04	0.01(0.01)	0.04(755)
0	0.01	0.01(0.01)	0.0(755)
10	0.9	-0.02(-0.02)	0.91(183)
10	0.06	-0.04(-0.04)	0.09(187)
10	-0.03	-0.03(-0.03)	0.0(527)
10	-0.01	-0.03(-0.03)	0.02(403)
20	1.08	-0.01(-0.01)	1.09(218)
20	0.13	-0.03(-0.03)	0.16(317)
20	-0.02	-0.03(-0.03)	0.0(729)
20	-0.0	-0.03(-0.03)	0.03(535)
30	0.92	-0.03(-0.03)	0.95(190)
30	0.07	-0.05(-0.05)	0.12(238)
30	-0.03	-0.04(-0.04)	0.0(612)
30	-0.01	-0.04(-0.04)	0.02(478)
40	1.57	-0.01(-0.01)	1.58(316)
40	0.09	-0.04(-0.04)	0.13(252)
40	-0.04	-0.04(-0.04)	0.0(696)
40	-0.02	-0.04(-0.04)	0.03(538)
50	1.19	-0.03(-0.03)	1.23(245)
50	0.07	-0.05(-0.05)	0.12(243)
50	-0.04	-0.04(-0.04)	0.0(657)
50	-0.02	-0.04(-0.04)	0.02(496)
60	0.69	-0.01(-0.01)	0.7(140)
60	0.1	-0.01(-0.01)	0.11(221)
60	0.01	0.0(0.0)	0.0(672)
60	0.03	0.0(0.0)	0.03(526)
70	1.02	-0.02(-0.02)	1.04(208)
70	0.09	-0.03(-0.03)	0.11(225)
70	-0.02	-0.02(-0.02)	0.0(614)
70	0.01	-0.02(-0.02)	0.02(469)
80	0.75	-0.02(-0.02)	0.77(155)
80	0.08	-0.03(-0.03)	0.11(215)
80	-0.02	-0.03(-0.03)	0.0(617)
80	-0.0	-0.03(-0.03)	0.02(470)
90	1.02	0.0(0.0)	1.02(204)
90	0.09	-0.02(-0.02)	0.11(216)
90	-0.01	-0.03(-0.03)	0.02(432)
90	-0.03	-0.03(-0.03)	0.0(569)
100	0.98	-0.03(-0.03)	1.01(202)
100	0.06	-0.03(-0.03)	0.1(195)
100	-0.0	-0.02(-0.02)	0.02(410)
100	-0.02	-0.02(-0.02)	0.0(544)
110	0.69	-0.04(-0.04)	0.73(146)
110	0.07	-0.04(-0.04)	0.11(213)
110	-0.0	-0.03(-0.03)	0.02(472)
110	-0.02	-0.03(-0.03)	0.0(603)
120	0.86	-0.03(-0.03)	0.89(178)
120	0.1	-0.04(-0.04)	0.14(273)
120	0.01	-0.02(-0.02)	0.03(592)
120	-0.02	-0.02(-0.02)	0.0(770)
130	0.5	-0.07(-0.07)	0.57(113)
130	0.04	-0.07(-0.07)	0.11(215)
130	-0.04	-0.06(-0.06)	0.02(476)
130	-0.06	-0.06(-0.06)	0.0(621)
140	0.68	-0.04(-0.04)	0.73(146)
140	0.06	-0.06(-0.06)	0.13(257)
140	-0.03	-0.06(-0.06)	0.03(504)
140	-0.05	-0.06(-0.06)	0.0(632)
150	0.67	-0.02(-0.02)	0.7(139)
150	0.08	-0.04(-0.04)	0.12(231)
150	-0.01	-0.03(-0.03)	0.02(489)
150	-0.03	-0.03(-0.03)	0.0(644)
160	0.78	-0.03(-0.03)	0.81(162)
160	0.05	-0.05(-0.05)	0.09(187)
160	-0.01	-0.04(-0.04)	0.02(450)
160	-0.03	-0.03(-0.03)	0.0(607)
170	0.61	-0.02(-0.02)	0.64(127)
170	0.04	-0.05(-0.05)	0.08(169)
170	-0.02	-0.04(-0.04)	0.02(339)
170	-0.04	-0.04(-0.04)	0.0(474)
180	0.68	-0.03(-0.03)	0.71(142)
180	0.06	-0.04(-0.04)	0.09(185)
180	-0.0	-0.02(-0.02)	0.02(451)
180	-0.02	-0.02(-0.02)	0.0(618)
190	0.68	-0.03(-0.03)	0.71(142)
190	0.01	-0.08(-0.08)	0.09(179)
190	-0.06	-0.08(-0.08)	0.02(391)
190	-0.07	-0.08(-0.08)	0.0(543)
200	0.69	-0.04(-0.04)	0.74(147)
200	0.0	-0.1(-0.1)	0.1(204)
200	-0.07	-0.09(-0.09)	0.02(440)
200	-0.08	-0.08(-0.08)	0.0(632)
210	0.29	-0.06(-0.06)	0.35(70.1)
210	-0.02	-0.08(-0.08)	0.06(122)
210	-0.06	-0.08(-0.08)	0.02(319)
210	-0.07	-0.07(-0.07)	0.0(451)
220	0.34	-0.04(-0.04)	0.38(75.3)
220	0.03	-0.05(-0.05)	0.08(159)
220	-0.02	-0.05(-0.05)	0.02(406)
220	-0.04	-0.04(-0.04)	0.0(612)
230	0.66	-0.03(-0.03)	0.69(137)
230	0.07	-0.03(-0.03)	0.1(196)
230	0.01	-0.02(-0.02)	0.02(448)
230	-0.01	-0.02(-0.02)	0.0(682)
240	0.29	-0.05(-0.05)	0.34(67.2)
240	0.0	-0.07(-0.07)	0.08(156)
240	-0.05	-0.07(-0.07)	0.02(313)
240	-0.06	-0.07(-0.07)	0.0(467)
250	0.32	-0.04(-0.04)	0.36(72.2)
250	-0.0	-0.08(-0.08)	0.08(152)
250	-0.06	-0.08(-0.08)	0.02(413)
250	-0.07	-0.07(-0.07)	0.0(596)
260	0.28	-0.02(-0.02)	0.31(61.5)
260	0.03	-0.06(-0.06)	0.09(173)
260	-0.04	-0.06(-0.06)	0.02(434)
260	-0.06	-0.06(-0.06)	0.0(634)
270	0.14	-0.06(-0.06)	0.2(40.1)
270	0.0	-0.07(-0.07)	0.07(144)
270	-0.04	-0.06(-0.06)	0.02(374)
270	-0.06	-0.06(-0.06)	0.0(569)
280	0.18	-0.03(-0.03)	0.21(42.7)
280	0.04	-0.04(-0.04)	0.08(169)
280	-0.02	-0.04(-0.04)	0.02(380)
280	-0.04	-0.04(-0.04)	0.0(620)
290	0.15	-0.04(-0.04)	0.19(38.4)
290	-0.03	-0.08(-0.08)	0.06(111)
290	-0.07	-0.09(-0.09)	0.01(290)
290	-0.08	-0.08(-0.08)	0.0(529)
300	0.13	-0.04(-0.04)	0.17(33.1)
300	-0.0	-0.06(-0.06)	0.06(125)
300	-0.05	-0.07(-0.07)	0.02(315)
300	-0.06	-0.06(-0.06)	0.0(592)
310	-0.02	-0.07(-0.07)	0.05(94.3)
310	0.13	-0.03(-0.03)	0.16(32.8)
310	-0.07	-0.08(-0.08)	0.01(204)
310	-0.07	-0.08(-0.08)	0.0(381)
320	-0.03	-0.09(-0.09)	0.06(119)
320	0.09	-0.06(-0.06)	0.15(29.6)
320	-0.08	-0.09(-0.09)	0.01(270)
320	-0.09	-0.09(-0.09)	0.0(470)
330	-0.0	-0.06(-0.06)	0.06(111)
330	0.06	-0.03(-0.03)	0.09(18.5)
330	-0.04	-0.05(-0.05)	0.01(275)
330	-0.05	-0.05(-0.05)	0.0(486)
340	-0.02	-0.08(-0.08)	0.05(101)
340	0.03	-0.03(-0.03)	0.06(12.2)
340	-0.06	-0.07(-0.07)	0.01(270)
340	-0.07	-0.07(-0.07)	0.0(476)
350	-0.06	-0.1(-0.1)	0.04(85.0)
350	-0.0	-0.05(-0.05)	0.04(8.64)
350	-0.1	-0.11(-0.11)	0.01(242)
350	-0.1	-0.11(-0.11)	0.0(437)
360	-0.04	-0.09(-0.09)	0.04(87.2)
360	-0.01	-0.05(-0.05)	0.03(6.98)
360	-0.07	-0.09(-0.09)	0.01(265)
360	-0.08	-0.08(-0.08)	0.0(493)
370	-0.05	-0.08(-0.08)	0.04(75.1)
370	-0.01	-0.04(-0.04)	0.03(5.91)
370	-0.06	-0.07(-0.07)	0.01(237)
370	-0.06	-0.07(-0.07)	0.0(452)
380	-0.08	-0.11(-0.11)	0.03(54.3)
380	-0.02	-0.04(-0.04)	0.02(4.07)
380	-0.1	-0.11(-0.11)	0.01(179)
380	-0.1	-0.1(-0.1)	0.0(351)
390	-0.07	-0.11(-0.11)	0.04(85.0)
390	-0.01	-0.05(-0.05)	0.03(6.56)
390	-0.08	-0.1(-0.1)	0.01(277)
390	-0.09	-0.09(-0.09)	0.0(542)
400	-0.01	-0.05(-0.05)	0.03(62.4)
400	0.01	-0.01(-0.01)	0.02(4.85)
400	-0.04	-0.05(-0.05)	0.01(204)
400	-0.05	-0.05(-0.05)	0.0(398)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 1.0, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809454'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 1.0, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809454'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 1.0, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809454'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 3, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 1.0, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809454'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.04	0.01(0.01)	0.04(755)
0	3.78	0.01(0.01)	3.78(755)
0	0.38	0.01(0.01)	0.38(755)
0	0.01	0.01(0.01)	0.0(755)
10	0.01	-0.01(-0.01)	0.03(529)
10	2.56	-0.02(-0.02)	2.58(516)
10	0.2	-0.02(-0.02)	0.22(449)
10	-0.01	-0.01(-0.01)	0.0(612)
20	0.02	-0.01(-0.01)	0.04(777)
20	2.77	-0.02(-0.02)	2.79(558)
20	0.32	-0.02(-0.02)	0.34(683)
20	-0.01	-0.01(-0.01)	0.0(872)
30	-0.0	-0.03(-0.03)	0.03(617)
30	3.58	-0.02(-0.02)	3.6(720)
30	0.23	-0.04(-0.04)	0.27(541)
30	-0.03	-0.04(-0.04)	0.0(716)
40	4.21	-0.01(-0.01)	4.21(843)
40	-0.01	-0.05(-0.05)	0.04(726)
40	0.31	-0.03(-0.03)	0.34(676)
40	-0.04	-0.05(-0.05)	0.0(841)
50	2.5	-0.03(-0.03)	2.53(506)
50	0.02	-0.02(-0.02)	0.03(692)
50	0.26	-0.03(-0.03)	0.29(577)
50	-0.01	-0.02(-0.02)	0.0(777)
60	2.52	-0.0(-0.0)	2.52(505)
60	0.05	0.01(0.01)	0.04(701)
60	0.27	0.01(0.01)	0.27(536)
60	0.02	0.01(0.01)	0.0(807)
70	2.53	-0.01(-0.01)	2.54(508)
70	0.03	-0.0(-0.0)	0.03(621)
70	0.23	-0.01(-0.01)	0.24(472)
70	-0.0	-0.0(-0.0)	0.0(709)
80	1.79	-0.02(-0.02)	1.81(361)
80	0.02	-0.02(-0.02)	0.03(628)
80	0.21	-0.01(-0.01)	0.22(446)
80	-0.01	-0.02(-0.02)	0.0(722)
90	3.02	0.01(0.01)	3.01(602)
90	0.03	-0.0(-0.0)	0.03(588)
90	0.24	-0.0(-0.0)	0.24(482)
90	-0.01	-0.01(-0.01)	0.0(671)
100	2.29	-0.03(-0.03)	2.31(463)
100	0.02	-0.01(-0.01)	0.03(572)
100	0.18	-0.02(-0.02)	0.2(395)
100	-0.0	-0.01(-0.01)	0.0(650)
110	2.17	-0.03(-0.03)	2.2(440)
110	0.03	-0.0(-0.0)	0.03(628)
110	0.22	0.0(0.0)	0.22(441)
110	-0.0	-0.0(-0.0)	0.0(709)
120	2.07	-0.03(-0.03)	2.11(421)
120	0.03	-0.01(-0.01)	0.04(821)
120	0.26	-0.03(-0.03)	0.29(585)
120	-0.0	-0.01(-0.01)	0.0(923)
130	1.75	-0.06(-0.06)	1.81(361)
130	-0.0	-0.03(-0.03)	0.03(639)
130	0.17	-0.04(-0.04)	0.22(431)
130	-0.03	-0.03(-0.03)	0.0(735)
140	2.47	-0.04(-0.04)	2.51(503)
140	-0.01	-0.05(-0.05)	0.03(649)
140	0.16	-0.06(-0.06)	0.21(424)
140	-0.04	-0.04(-0.04)	0.0(738)
150	2.45	-0.02(-0.02)	2.47(494)
150	0.01	-0.02(-0.02)	0.03(660)
150	0.2	-0.03(-0.03)	0.23(453)
150	-0.02	-0.02(-0.02)	0.0(749)
160	2.54	-0.03(-0.03)	2.57(513)
160	-0.0	-0.03(-0.03)	0.03(623)
160	0.17	-0.04(-0.04)	0.21(425)
160	-0.03	-0.03(-0.03)	0.0(725)
170	1.59	-0.02(-0.02)	1.62(323)
170	-0.02	-0.04(-0.04)	0.02(465)
170	0.17	-0.03(-0.03)	0.21(412)
170	-0.03	-0.04(-0.04)	0.0(553)
180	1.73	-0.03(-0.03)	1.76(353)
180	0.02	-0.01(-0.01)	0.03(598)
180	0.19	-0.0(-0.0)	0.2(391)
180	-0.0	-0.01(-0.01)	0.0(717)
190	1.89	-0.04(-0.04)	1.93(385)
190	-0.05	-0.08(-0.08)	0.03(536)
190	0.1	-0.08(-0.08)	0.18(362)
190	-0.07	-0.07(-0.07)	0.0(634)
200	2.62	-0.04(-0.04)	2.65(530)
200	-0.04	-0.07(-0.07)	0.03(618)
200	0.09	-0.09(-0.09)	0.18(364)
200	-0.06	-0.07(-0.07)	0.0(741)
210	1.23	-0.05(-0.05)	1.29(258)
210	-0.03	-0.05(-0.05)	0.02(449)
210	0.06	-0.07(-0.07)	0.12(246)
210	-0.05	-0.05(-0.05)	0.0(528)
220	1.07	-0.04(-0.04)	1.1(221)
220	0.01	-0.02(-0.02)	0.03(572)
220	0.14	-0.01(-0.01)	0.16(315)
220	-0.02	-0.02(-0.02)	0.0(700)
230	1.32	-0.02(-0.02)	1.34(268)
230	0.04	0.0(0.0)	0.03(650)
230	0.18	-0.0(-0.0)	0.18(359)
230	0.01	0.0(0.0)	0.0(782)
240	0.69	-0.06(-0.06)	0.75(150)
240	-0.02	-0.04(-0.04)	0.02(453)
240	0.07	-0.05(-0.05)	0.12(240)
240	-0.04	-0.04(-0.04)	0.0(545)
250	0.97	-0.05(-0.05)	1.02(204)
250	-0.04	-0.06(-0.06)	0.03(560)
250	0.09	-0.06(-0.06)	0.16(310)
250	-0.06	-0.06(-0.06)	0.0(705)
260	1.08	-0.03(-0.03)	1.1(220)
260	-0.01	-0.04(-0.04)	0.03(592)
260	0.1	-0.04(-0.04)	0.14(273)
260	-0.04	-0.04(-0.04)	0.0(749)
270	0.55	-0.06(-0.06)	0.62(123)
270	-0.02	-0.04(-0.04)	0.02(493)
270	0.07	-0.05(-0.05)	0.12(247)
270	-0.04	-0.04(-0.04)	0.0(640)
280	0.57	-0.03(-0.03)	0.6(120)
280	0.01	-0.02(-0.02)	0.03(547)
280	0.09	-0.03(-0.03)	0.12(247)
280	-0.01	-0.01(-0.01)	0.0(710)
290	0.64	-0.05(-0.05)	0.69(138)
290	-0.05	-0.08(-0.08)	0.02(431)
290	0.01	-0.08(-0.08)	0.09(170)
290	-0.07	-0.07(-0.07)	0.0(598)
300	0.82	-0.04(-0.04)	0.86(172)
300	-0.02	-0.05(-0.05)	0.02(467)
300	0.07	-0.05(-0.05)	0.11(226)
300	-0.04	-0.05(-0.05)	0.0(668)
310	0.35	-0.04(-0.04)	0.4(79.2)
310	-0.06	-0.07(-0.07)	0.01(299)
310	-0.01	-0.08(-0.08)	0.07(136)
310	-0.07	-0.07(-0.07)	0.0(443)
320	0.33	-0.07(-0.07)	0.4(80.0)
320	-0.05	-0.07(-0.07)	0.02(384)
320	-0.0	-0.08(-0.08)	0.08(165)
320	-0.07	-0.07(-0.07)	0.0(570)
330	0.33	-0.03(-0.03)	0.37(73.2)
330	-0.01	-0.03(-0.03)	0.02(371)
330	0.04	-0.04(-0.04)	0.08(169)
330	-0.02	-0.03(-0.03)	0.0(583)
340	0.18	-0.04(-0.04)	0.22(44.5)
340	-0.05	-0.07(-0.07)	0.02(355)
340	-0.01	-0.08(-0.08)	0.07(131)
340	-0.06	-0.06(-0.06)	0.0(568)
350	0.14	-0.06(-0.06)	0.19(38.5)
350	-0.08	-0.1(-0.1)	0.02(312)
350	-0.03	-0.1(-0.1)	0.07(138)
350	-0.09	-0.09(-0.09)	0.0(516)
360	0.06	-0.05(-0.05)	0.11(21.9)
360	-0.05	-0.07(-0.07)	0.02(324)
360	-0.02	-0.07(-0.07)	0.06(118)
360	-0.06	-0.06(-0.06)	0.0(571)
370	0.02	-0.04(-0.04)	0.06(11.5)
370	-0.05	-0.06(-0.06)	0.01(276)
370	-0.03	-0.08(-0.08)	0.05(98.2)
370	-0.05	-0.05(-0.05)	0.0(512)
380	-0.02	-0.05(-0.05)	0.03(6.29)
380	-0.09	-0.1(-0.1)	0.01(201)
380	-0.07	-0.1(-0.1)	0.03(68.7)
380	-0.09	-0.09(-0.09)	0.0(393)
390	-0.0	-0.05(-0.05)	0.05(9.63)
390	-0.07	-0.09(-0.09)	0.02(306)
390	-0.05	-0.1(-0.1)	0.05(106)
390	-0.08	-0.08(-0.08)	0.0(601)
400	0.02	-0.02(-0.02)	0.03(6.99)
400	-0.04	-0.05(-0.05)	0.01(225)
400	-0.0	-0.04(-0.04)	0.04(76.0)
400	-0.04	-0.05(-0.05)	0.0(441)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809462'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.38	0.01(0.01)	0.38(755)
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809462'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809462'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/lr_rate.toml but it doesnt exist
{'toml': 'configs/lr_rate.toml', 'experiment': None, 'layer': 6, 'feature': 0, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.01, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1640809462'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.04	0.01(0.01)	0.04(755)
0	3.78	0.01(0.01)	3.78(755)
0	0.01	0.01(0.01)	0.0(755)
10	0.23	-0.02(-0.02)	0.25(492)
10	2.15	-0.01(-0.01)	2.17(433)
10	0.01	-0.02(-0.02)	0.03(588)
10	-0.02	-0.02(-0.02)	0.0(601)
20	0.26	-0.03(-0.03)	0.29(577)
20	2.09	-0.01(-0.01)	2.11(421)
20	0.02	-0.02(-0.02)	0.04(836)
20	-0.02	-0.02(-0.02)	0.0(872)
30	0.14	-0.04(-0.04)	0.19(371)
30	0.94	-0.03(-0.03)	0.97(195)
30	-0.01	-0.04(-0.04)	0.03(672)
30	-0.03	-0.04(-0.04)	0.0(715)
40	0.1	-0.05(-0.05)	0.15(297)
40	0.31	-0.04(-0.04)	0.35(70.2)
40	-0.01	-0.04(-0.04)	0.04(706)
40	-0.04	-0.04(-0.04)	0.0(765)
50	0.02	-0.08(-0.08)	0.1(198)
50	0.01	-0.06(-0.06)	0.07(14.8)
50	-0.03	-0.07(-0.07)	0.03(668)
50	-0.06	-0.07(-0.07)	0.0(740)
60	0.03	-0.04(-0.04)	0.07(140)
60	0.02	-0.03(-0.03)	0.04(8.93)
60	-0.01	-0.04(-0.04)	0.03(636)
60	-0.03	-0.04(-0.04)	0.0(717)
70	-0.02	-0.07(-0.07)	0.05(99.8)
70	-0.01	-0.05(-0.05)	0.04(8.63)
70	-0.03	-0.06(-0.06)	0.03(568)
70	-0.05	-0.06(-0.06)	0.0(651)
80	-0.01	-0.05(-0.05)	0.04(81.7)
80	0.01	-0.03(-0.03)	0.04(8.18)
80	-0.02	-0.05(-0.05)	0.03(570)
80	-0.04	-0.05(-0.05)	0.0(665)
90	-0.02	-0.05(-0.05)	0.03(64.1)
90	0.01	-0.02(-0.02)	0.03(6.96)
90	-0.02	-0.05(-0.05)	0.03(515)
90	-0.04	-0.05(-0.05)	0.0(611)
100	-0.05	-0.08(-0.08)	0.03(56.0)
100	0.01	-0.03(-0.03)	0.05(9.3)
100	-0.05	-0.08(-0.08)	0.02(486)
100	-0.07	-0.08(-0.08)	0.0(588)
110	-0.07	-0.1(-0.1)	0.03(58.4)
110	-0.06	-0.08(-0.08)	0.03(516)
110	-0.08	-0.08(-0.08)	0.0(636)
110	-0.03	-0.07(-0.07)	0.03(6.92)
120	-0.04	-0.08(-0.08)	0.04(72.5)
120	-0.03	-0.06(-0.06)	0.03(653)
120	-0.05	-0.06(-0.06)	0.0(818)
120	0.0	-0.05(-0.05)	0.05(9.46)
130	-0.09	-0.12(-0.12)	0.03(60.3)
130	-0.08	-0.11(-0.11)	0.03(502)
130	-0.1	-0.1(-0.1)	0.0(639)
130	-0.05	-0.09(-0.09)	0.04(7.6)
140	-0.06	-0.09(-0.09)	0.03(65.8)
140	-0.06	-0.09(-0.09)	0.02(492)
140	-0.08	-0.08(-0.08)	0.0(638)
140	-0.02	-0.06(-0.06)	0.03(7.0)
150	-0.03	-0.07(-0.07)	0.04(81.6)
150	-0.03	-0.06(-0.06)	0.03(510)
150	-0.05	-0.06(-0.06)	0.0(670)
150	-0.01	-0.06(-0.06)	0.04(8.58)
160	-0.03	-0.06(-0.06)	0.04(70.5)
160	-0.04	-0.06(-0.06)	0.02(481)
160	-0.06	-0.06(-0.06)	0.0(642)
160	-0.01	-0.04(-0.04)	0.04(7.2)
170	-0.09	-0.12(-0.12)	0.03(52.0)
170	-0.08	-0.1(-0.1)	0.02(376)
170	-0.04	-0.07(-0.07)	0.03(6.0)
170	-0.1	-0.1(-0.1)	0.0(509)
180	-0.05	-0.08(-0.08)	0.03(68.0)
180	-0.05	-0.08(-0.08)	0.02(475)
180	-0.01	-0.04(-0.04)	0.04(7.13)
180	-0.07	-0.07(-0.07)	0.0(653)
190	-0.07	-0.09(-0.09)	0.03(57.9)
190	-0.07	-0.09(-0.09)	0.02(408)
190	-0.02	-0.05(-0.05)	0.03(6.62)
190	-0.09	-0.09(-0.09)	0.0(568)
200	-0.08	-0.12(-0.12)	0.03(67.4)
