Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 0, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470808'}
Loaded pretrained weights.
#i	Loss	VTE	TV
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 6, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470817'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.32	0.01(0.01)	0.31(626)
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 6, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470816'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.32	0.01(0.01)	0.31(628)
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 6, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470815'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.36	-0.01(-0.01)	0.37(738)
0	153	0.0(0.0)	153(306948)
10	0.23	-0.03(-0.03)	0.26(519)
10	0.22	-0.03(-0.03)	0.25(504)
10	612	0.0(0.0)	612(1223149)
10	0.35	-0.01(-0.01)	0.36(726)
20	0.18	-0.06(-0.06)	0.24(480)
20	0.19	-0.06(-0.06)	0.24(486)
20	125	-0.0(-0.0)	125(250562)
20	0.28	-0.04(-0.04)	0.32(649)
30	0.23	-0.02(-0.02)	0.25(497)
30	0.23	-0.02(-0.02)	0.25(504)
30	201	-0.0(-0.0)	201(402065)
30	0.27	0.01(0.01)	0.26(523)
40	0.22	-0.03(-0.03)	0.25(506)
40	0.22	-0.03(-0.03)	0.25(499)
40	455	-0.01(-0.01)	455(910005)
40	0.31	-0.02(-0.02)	0.33(657)
50	0.23	-0.03(-0.03)	0.26(512)
50	1143	-0.01(-0.01)	1143(2285852)
50	0.22	-0.03(-0.03)	0.25(499)
50	0.35	-0.01(-0.01)	0.36(716)
60	0.25	-0.01(-0.01)	0.26(522)
60	0.24	-0.01(-0.01)	0.26(518)
60	243	0.0(0.0)	243(486898)
60	0.32	-0.0(-0.0)	0.32(647)
70	0.23	-0.06(-0.06)	0.28(569)
70	259	-0.0(-0.0)	259(517085)
70	0.23	-0.06(-0.06)	0.29(576)
70	0.23	-0.05(-0.05)	0.28(560)
80	0.23	-0.02(-0.02)	0.25(492)
80	769	-0.0(-0.0)	769(1537924)
80	0.23	-0.02(-0.02)	0.25(498)
80	0.31	-0.0(-0.0)	0.31(618)
90	0.24	-0.01(-0.01)	0.25(491)
90	416	-0.01(-0.01)	416(831519)
90	0.24	-0.01(-0.01)	0.24(488)
90	0.31	0.0(0.0)	0.31(620)
100	0.21	-0.04(-0.04)	0.24(482)
100	188	-0.0(-0.0)	188(375977)
100	0.19	-0.04(-0.04)	0.23(463)
100	0.29	-0.01(-0.01)	0.3(609)
110	0.18	-0.05(-0.05)	0.23(454)
110	104	-0.01(-0.01)	104(208870)
110	0.17	-0.05(-0.05)	0.23(453)
110	0.2	-0.04(-0.04)	0.24(484)
120	926	-0.0(-0.0)	926(1852928)
120	0.17	-0.06(-0.06)	0.23(462)
120	0.17	-0.06(-0.06)	0.23(456)
120	0.26	-0.04(-0.04)	0.31(611)
130	325	-0.0(-0.0)	325(650921)
130	0.21	-0.04(-0.04)	0.26(515)
130	0.21	-0.04(-0.04)	0.26(513)
130	0.3	-0.03(-0.03)	0.33(654)
140	329	-0.0(-0.0)	329(658438)
140	0.17	-0.04(-0.04)	0.21(428)
140	0.17	-0.04(-0.04)	0.21(427)
140	0.26	-0.02(-0.02)	0.28(559)
150	381	0.0(0.0)	381(761867)
150	0.17	-0.05(-0.05)	0.22(439)
150	0.17	-0.05(-0.05)	0.22(448)
150	0.25	-0.03(-0.03)	0.28(552)
160	273	-0.0(-0.0)	273(545596)
160	0.17	-0.04(-0.04)	0.21(422)
160	0.17	-0.04(-0.04)	0.21(419)
160	0.19	-0.03(-0.03)	0.22(443)
170	385	0.0(0.0)	385(769648)
170	0.16	-0.05(-0.05)	0.21(416)
170	0.17	-0.04(-0.04)	0.21(427)
170	0.22	-0.02(-0.02)	0.24(484)
180	72.4	-0.01(-0.01)	72.4(144897)
180	0.14	-0.06(-0.06)	0.2(401)
180	0.14	-0.06(-0.06)	0.2(398)
180	0.19	-0.03(-0.03)	0.22(441)
190	526	-0.01(-0.01)	526(1051469)
190	0.14	-0.06(-0.06)	0.2(395)
190	0.14	-0.06(-0.06)	0.2(390)
190	0.21	-0.03(-0.03)	0.23(469)
200	591	-0.01(-0.01)	591(1181066)
200	0.12	-0.07(-0.07)	0.19(375)
200	0.2	-0.04(-0.04)	0.23(461)
200	0.11	-0.07(-0.07)	0.18(367)
210	440	-0.01(-0.01)	440(879132)
210	0.15	-0.04(-0.04)	0.19(387)
210	0.28	0.0(0.0)	0.28(560)
210	0.15	-0.04(-0.04)	0.2(391)
220	1366	-0.01(-0.01)	1366(2732804)
220	0.14	-0.06(-0.06)	0.2(402)
220	0.24	-0.05(-0.05)	0.29(588)
220	0.13	-0.07(-0.07)	0.2(391)
230	241	-0.0(-0.0)	241(482575)
230	0.09	-0.09(-0.09)	0.17(344)
230	0.15	-0.05(-0.05)	0.2(400)
230	0.08	-0.09(-0.09)	0.17(339)
240	142	-0.0(-0.0)	142(284614)
240	0.12	-0.07(-0.07)	0.19(386)
240	0.17	-0.03(-0.03)	0.2(401)
240	0.12	-0.07(-0.07)	0.19(388)
250	359	-0.01(-0.01)	359(717171)
250	0.16	-0.06(-0.06)	0.21(425)
250	0.09	-0.09(-0.09)	0.17(343)
250	0.08	-0.09(-0.09)	0.17(349)
260	317	0.0(0.0)	317(634410)
260	0.18	-0.03(-0.03)	0.21(417)
260	0.07	-0.08(-0.08)	0.15(304)
260	0.07	-0.09(-0.09)	0.15(309)
270	157	-0.0(-0.0)	157(313570)
270	0.1	-0.05(-0.05)	0.15(297)
270	0.07	-0.09(-0.09)	0.16(319)
270	0.07	-0.09(-0.09)	0.16(318)
280	21.6	-0.0(-0.0)	21.6(43253)
280	0.04	-0.09(-0.09)	0.13(265)
280	0.04	-0.11(-0.11)	0.15(301)
280	0.04	-0.11(-0.11)	0.15(306)
290	123	-0.0(-0.0)	123(246640)
290	0.05	-0.09(-0.09)	0.15(293)
290	-0.0	-0.13(-0.13)	0.13(260)
290	-0.0	-0.13(-0.13)	0.13(263)
300	33.4	-0.0(-0.0)	33.4(66831)
300	0.05	-0.09(-0.09)	0.15(295)
300	0.03	-0.12(-0.12)	0.14(286)
300	0.02	-0.12(-0.12)	0.14(282)
310	8.69	-0.01(-0.01)	8.7(17406)
310	-0.01	-0.11(-0.11)	0.11(211)
310	-0.0	-0.13(-0.13)	0.13(256)
310	0.01	-0.12(-0.12)	0.13(259)
320	38.4	0.0(0.0)	38.4(76870)
320	0.04	-0.11(-0.11)	0.15(290)
320	-0.03	-0.16(-0.16)	0.12(249)
320	-0.04	-0.17(-0.17)	0.13(258)
330	7.84	-0.01(-0.01)	7.84(15683)
330	-0.02	-0.12(-0.12)	0.1(208)
330	-0.04	-0.15(-0.15)	0.11(222)
330	-0.04	-0.15(-0.15)	0.11(219)
340	41.0	-0.01(-0.01)	41.1(82114)
340	-0.02	-0.11(-0.11)	0.09(181)
340	-0.06	-0.15(-0.15)	0.1(199)
340	-0.06	-0.16(-0.16)	0.1(200)
350	50.2	-0.01(-0.01)	50.2(100353)
350	-0.05	-0.14(-0.14)	0.09(181)
350	-0.11	-0.19(-0.19)	0.08(168)
350	-0.11	-0.19(-0.19)	0.08(169)
360	13.3	-0.01(-0.01)	13.3(26592)
360	-0.12	-0.19(-0.19)	0.07(145)
360	-0.13	-0.21(-0.21)	0.07(149)
360	-0.14	-0.21(-0.21)	0.07(148)
370	0.33	-0.01(-0.01)	0.33(669)
370	-0.08	-0.14(-0.14)	0.05(106)
370	-0.11	-0.17(-0.17)	0.06(121)
370	-0.11	-0.17(-0.17)	0.06(120)
380	2.6	-0.01(-0.01)	2.61(5215)
380	-0.05	-0.11(-0.11)	0.06(117)
380	-0.09	-0.15(-0.15)	0.05(106)
380	-0.09	-0.14(-0.14)	0.05(107)
390	0.02	-0.02(-0.02)	0.04(85.0)
390	-0.13	-0.17(-0.17)	0.04(72.3)
390	-0.16	-0.21(-0.21)	0.05(98.4)
390	-0.16	-0.21(-0.21)	0.05(95.8)
400	0.37	-0.01(-0.01)	0.38(755)
400	-0.02	-0.08(-0.08)	0.06(116)
400	-0.1	-0.15(-0.15)	0.05(97.5)
400	-0.1	-0.14(-0.14)	0.05(99.2)
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 8, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470818'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 8, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470818'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 8, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470818'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 8, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470818'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.32	-0.05(-0.05)	0.37(738)
0	0.27	-0.05(-0.05)	0.31(628)
0	153	-0.0(-0.0)	153(306948)
0	0.27	-0.05(-0.05)	0.31(626)
10	0.36	-0.04(-0.04)	0.4(792)
10	611	0.01(0.01)	611(1222725)
10	0.23	-0.06(-0.06)	0.28(569)
10	0.22	-0.06(-0.06)	0.28(556)
20	0.26	-0.06(-0.06)	0.32(643)
20	125	-0.01(-0.01)	125(250951)
20	0.18	-0.08(-0.08)	0.26(523)
20	0.18	-0.08(-0.08)	0.26(521)
30	0.25	-0.03(-0.03)	0.28(570)
30	201	-0.01(-0.01)	201(402194)
30	0.2	-0.06(-0.06)	0.26(519)
30	0.18	-0.07(-0.07)	0.25(506)
40	0.28	-0.04(-0.04)	0.32(636)
40	455	-0.01(-0.01)	455(909807)
40	0.17	-0.07(-0.07)	0.25(493)
40	0.19	-0.07(-0.07)	0.26(516)
50	1142	-0.02(-0.02)	1142(2283926)
50	0.33	-0.04(-0.04)	0.37(737)
50	0.19	-0.07(-0.07)	0.26(510)
50	0.19	-0.07(-0.07)	0.26(516)
60	0.35	-0.02(-0.02)	0.37(730)
60	244	0.01(0.01)	244(487528)
60	0.25	-0.04(-0.04)	0.29(582)
60	0.25	-0.04(-0.04)	0.29(582)
70	0.22	-0.07(-0.07)	0.29(587)
70	259	-0.01(-0.01)	259(517501)
70	0.22	-0.08(-0.08)	0.3(591)
70	0.21	-0.08(-0.08)	0.29(589)
80	0.3	-0.02(-0.02)	0.32(648)
80	768	0.0(0.0)	768(1536578)
80	0.19	-0.06(-0.06)	0.25(492)
80	0.2	-0.05(-0.05)	0.25(502)
90	0.29	-0.03(-0.03)	0.32(638)
90	0.23	-0.04(-0.04)	0.27(546)
90	416	-0.01(-0.01)	416(831426)
90	0.23	-0.04(-0.04)	0.28(555)
100	0.3	-0.04(-0.04)	0.33(663)
100	0.16	-0.09(-0.09)	0.25(491)
100	0.16	-0.09(-0.09)	0.25(496)
100	188	0.0(0.0)	188(376009)
110	0.16	-0.07(-0.07)	0.23(462)
110	0.16	-0.08(-0.08)	0.24(477)
110	0.16	-0.08(-0.08)	0.24(478)
110	104	-0.02(-0.02)	104(208018)
120	0.23	-0.08(-0.08)	0.31(627)
120	0.12	-0.11(-0.11)	0.23(469)
120	0.13	-0.11(-0.11)	0.24(484)
120	926	-0.0(-0.0)	926(1852835)
130	0.19	-0.08(-0.08)	0.27(542)
130	0.26	-0.05(-0.05)	0.31(625)
130	0.2	-0.08(-0.08)	0.27(547)
130	325	-0.01(-0.01)	325(650921)
140	0.13	-0.08(-0.08)	0.21(419)
140	0.22	-0.04(-0.04)	0.26(522)
140	0.14	-0.08(-0.08)	0.22(436)
140	329	0.0(0.0)	329(658739)
150	0.13	-0.1(-0.1)	0.23(455)
150	0.2	-0.07(-0.07)	0.27(543)
150	0.14	-0.09(-0.09)	0.23(469)
150	381	0.01(0.01)	381(762234)
160	0.15	-0.08(-0.08)	0.23(454)
160	0.17	-0.06(-0.06)	0.24(479)
160	0.15	-0.08(-0.08)	0.23(452)
160	273	-0.02(-0.02)	273(545573)
170	0.14	-0.08(-0.08)	0.23(457)
170	0.2	-0.05(-0.05)	0.25(505)
170	384	0.01(0.01)	384(768555)
170	0.14	-0.08(-0.08)	0.23(452)
180	0.12	-0.1(-0.1)	0.22(431)
180	0.16	-0.07(-0.07)	0.24(473)
180	72.3	-0.01(-0.01)	72.3(144670)
180	0.11	-0.09(-0.09)	0.21(416)
190	0.12	-0.09(-0.09)	0.21(423)
190	0.2	-0.06(-0.06)	0.26(526)
190	527	-0.01(-0.01)	527(1053058)
190	0.13	-0.09(-0.09)	0.22(444)
200	0.09	-0.11(-0.11)	0.2(402)
200	0.2	-0.06(-0.06)	0.26(522)
200	586	-0.01(-0.01)	586(1171738)
200	0.1	-0.1(-0.1)	0.21(411)
210	0.12	-0.09(-0.09)	0.21(423)
210	439	-0.01(-0.01)	439(878744)
210	0.26	-0.03(-0.03)	0.28(564)
210	0.11	-0.1(-0.1)	0.21(421)
220	0.11	-0.1(-0.1)	0.21(425)
220	1362	-0.01(-0.01)	1362(2723266)
220	0.21	-0.05(-0.05)	0.26(520)
220	0.1	-0.1(-0.1)	0.2(406)
230	241	-0.01(-0.01)	241(482364)
230	0.08	-0.11(-0.11)	0.2(395)
230	0.14	-0.08(-0.08)	0.22(439)
230	0.08	-0.11(-0.11)	0.2(394)
240	142	-0.0(-0.0)	142(284155)
240	0.09	-0.11(-0.11)	0.2(408)
240	0.15	-0.06(-0.06)	0.22(435)
240	0.11	-0.11(-0.11)	0.21(427)
250	359	-0.01(-0.01)	359(718252)
250	0.06	-0.12(-0.12)	0.18(365)
250	0.13	-0.09(-0.09)	0.22(432)
250	0.07	-0.11(-0.11)	0.18(364)
260	316	0.0(0.0)	316(632857)
260	0.04	-0.13(-0.13)	0.17(343)
260	0.17	-0.05(-0.05)	0.22(445)
260	0.07	-0.12(-0.12)	0.19(383)
270	0.04	-0.13(-0.13)	0.18(354)
270	157	-0.0(-0.0)	157(313923)
270	0.04	-0.11(-0.11)	0.16(313)
270	0.03	-0.14(-0.14)	0.17(333)
280	0.03	-0.15(-0.15)	0.18(360)
280	21.5	-0.01(-0.01)	21.5(43082)
280	0.02	-0.13(-0.13)	0.14(284)
280	0.0	-0.16(-0.16)	0.16(326)
290	-0.03	-0.18(-0.18)	0.16(312)
290	123	-0.01(-0.01)	123(246095)
290	-0.01	-0.17(-0.17)	0.16(330)
290	0.02	-0.14(-0.14)	0.17(333)
300	0.01	-0.16(-0.16)	0.17(338)
300	33.2	-0.0(-0.0)	33.2(66423)
300	-0.01	-0.16(-0.16)	0.16(312)
300	0.01	-0.14(-0.14)	0.15(301)
310	-0.01	-0.17(-0.17)	0.16(317)
310	-0.04	-0.18(-0.18)	0.14(289)
310	8.69	-0.01(-0.01)	8.7(17392)
310	-0.04	-0.15(-0.15)	0.11(224)
320	-0.05	-0.21(-0.21)	0.16(315)
320	-0.06	-0.21(-0.21)	0.15(292)
320	38.2	0.0(0.0)	38.2(76439)
320	0.05	-0.14(-0.14)	0.19(378)
330	-0.05	-0.18(-0.18)	0.13(266)
330	-0.06	-0.19(-0.19)	0.13(261)
330	7.85	-0.01(-0.01)	7.86(15716)
330	-0.04	-0.17(-0.17)	0.13(258)
340	-0.08	-0.2(-0.2)	0.13(256)
340	-0.09	-0.21(-0.21)	0.13(254)
340	41.4	-0.01(-0.01)	41.4(82814)
340	-0.03	-0.15(-0.15)	0.12(240)
350	-0.15	-0.25(-0.25)	0.1(208)
350	-0.16	-0.26(-0.26)	0.1(209)
350	49.3	-0.02(-0.02)	49.3(98635)
350	-0.09	-0.19(-0.19)	0.1(205)
360	-0.19	-0.28(-0.28)	0.09(183)
360	-0.19	-0.28(-0.28)	0.09(181)
360	12.9	-0.02(-0.02)	12.9(25787)
360	-0.16	-0.25(-0.25)	0.09(180)
370	-0.17	-0.25(-0.25)	0.08(167)
370	-0.16	-0.25(-0.25)	0.08(162)
370	0.31	-0.02(-0.02)	0.33(664)
370	-0.14	-0.21(-0.21)	0.07(142)
380	-0.15	-0.22(-0.22)	0.08(154)
380	-0.15	-0.22(-0.22)	0.08(151)
380	2.58	-0.01(-0.01)	2.59(5183)
380	-0.09	-0.17(-0.17)	0.08(161)
390	-0.22	-0.3(-0.3)	0.07(146)
390	-0.22	-0.29(-0.29)	0.07(137)
390	0.01	-0.03(-0.03)	0.04(78.8)
390	-0.21	-0.26(-0.26)	0.05(104)
400	-0.15	-0.22(-0.22)	0.07(146)
400	-0.15	-0.22(-0.22)	0.07(143)
400	0.38	-0.0(-0.0)	0.38(767)
400	-0.06	-0.14(-0.14)	0.08(168)
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 10, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 1.0, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470819'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 10, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 10.0, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470822'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 10, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 0.01, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470820'}
Loaded pretrained weights.
#i	Loss	VTE	TV
Trying to load config file configs/cj_std.toml but it doesnt exist
{'toml': 'configs/cj_std.toml', 'experiment': None, 'layer': 10, 'feature': 1, 'target': 0, 'seed': 6247423, 'grid': 0.1, 'lr': 0.1, 'network': 35, 'patch': 16, 'sign': 1, 'method': 'in_feat', 'dir': None, 'exp_no': '1642470821'}
Loaded pretrained weights.
#i	Loss	VTE	TV
0	0.31	-0.06(-0.06)	0.37(738)
0	153	-0.01(-0.01)	153(306948)
0	0.26	-0.06(-0.06)	0.31(628)
0	0.26	-0.06(-0.06)	0.31(626)
10	0.32	-0.08(-0.08)	0.39(789)
10	611	0.01(0.01)	611(1222178)
10	0.2	-0.08(-0.08)	0.29(578)
10	0.21	-0.08(-0.08)	0.28(569)
20	0.28	-0.07(-0.07)	0.35(699)
20	126	-0.01(-0.01)	126(251347)
20	0.18	-0.11(-0.11)	0.29(572)
20	0.2	-0.09(-0.09)	0.3(594)
30	0.25	-0.03(-0.03)	0.28(561)
30	0.15	-0.12(-0.12)	0.27(533)
30	201	-0.01(-0.01)	201(401953)
30	0.15	-0.1(-0.1)	0.25(509)
40	0.3	-0.05(-0.05)	0.35(698)
40	0.18	-0.1(-0.1)	0.28(553)
40	455	-0.02(-0.02)	455(909468)
40	0.19	-0.09(-0.09)	0.28(569)
50	0.21	-0.08(-0.08)	0.29(572)
50	0.36	-0.03(-0.03)	0.39(773)
50	1141	-0.02(-0.02)	1141(2282985)
50	0.21	-0.07(-0.07)	0.28(560)
60	0.22	-0.05(-0.05)	0.27(547)
60	0.34	-0.01(-0.01)	0.36(713)
60	244	0.01(0.01)	244(487371)
60	0.22	-0.05(-0.05)	0.27(546)
70	0.17	-0.1(-0.1)	0.27(541)
70	0.21	-0.09(-0.09)	0.29(588)
70	259	-0.02(-0.02)	259(517355)
70	0.17	-0.1(-0.1)	0.27(544)
80	0.16	-0.1(-0.1)	0.27(538)
80	768	0.0(0.0)	768(1536664)
80	0.28	-0.05(-0.05)	0.33(663)
80	0.18	-0.09(-0.09)	0.27(548)
90	0.23	-0.08(-0.08)	0.3(608)
90	0.27	-0.03(-0.03)	0.3(600)
90	415	-0.02(-0.02)	415(830378)
90	0.19	-0.09(-0.09)	0.29(574)
100	0.12	-0.14(-0.14)	0.26(524)
100	0.28	-0.06(-0.06)	0.34(674)
100	188	-0.0(-0.0)	188(376156)
100	0.14	-0.13(-0.13)	0.27(544)
110	0.14	-0.13(-0.13)	0.27(537)
110	0.17	-0.09(-0.09)	0.25(508)
110	104	-0.02(-0.02)	104(208793)
110	0.15	-0.12(-0.12)	0.27(534)
120	0.1	-0.16(-0.16)	0.26(524)
120	0.25	-0.08(-0.08)	0.33(654)
120	926	-0.01(-0.01)	926(1851790)
120	0.08	-0.17(-0.17)	0.26(510)
130	0.14	-0.12(-0.12)	0.26(515)
130	0.26	-0.07(-0.07)	0.32(649)
130	325	-0.02(-0.02)	325(650399)
130	0.15	-0.12(-0.12)	0.27(540)
140	0.22	-0.08(-0.08)	0.3(598)
140	0.11	-0.14(-0.14)	0.25(503)
140	330	0.0(0.0)	330(660063)
140	0.22	-0.09(-0.09)	0.31(620)
150	0.21	-0.1(-0.1)	0.31(622)
150	0.1	-0.14(-0.14)	0.24(483)
150	381	0.0(0.0)	381(762075)
150	0.12	-0.13(-0.13)	0.25(502)
160	0.13	-0.12(-0.12)	0.25(500)
160	0.11	-0.15(-0.15)	0.25(510)
160	273	-0.02(-0.02)	273(545595)
160	0.13	-0.13(-0.13)	0.26(519)
170	0.2	-0.07(-0.07)	0.27(541)
170	385	0.01(0.01)	385(769105)
170	0.09	-0.16(-0.16)	0.26(515)
170	0.11	-0.15(-0.15)	0.26(521)
180	0.14	-0.08(-0.08)	0.23(452)
180	72.3	-0.02(-0.02)	72.4(144704)
180	0.08	-0.16(-0.16)	0.25(493)
180	0.11	-0.15(-0.15)	0.26(519)
190	0.22	-0.06(-0.06)	0.27(546)
190	526	-0.01(-0.01)	526(1051284)
190	0.1	-0.14(-0.14)	0.24(479)
190	0.08	-0.15(-0.15)	0.23(460)
200	0.21	-0.08(-0.08)	0.29(575)
200	592	-0.01(-0.01)	592(1184024)
200	0.06	-0.19(-0.19)	0.25(490)
200	0.06	-0.18(-0.18)	0.24(482)
210	437	-0.0(-0.0)	437(874560)
210	0.24	-0.08(-0.08)	0.32(634)
210	0.07	-0.15(-0.15)	0.22(449)
210	0.08	-0.15(-0.15)	0.23(458)
220	1365	-0.01(-0.01)	1365(2729812)
220	0.2	-0.07(-0.07)	0.28(550)
220	0.06	-0.16(-0.16)	0.22(443)
220	0.06	-0.17(-0.17)	0.23(465)
230	0.13	-0.12(-0.12)	0.25(499)
230	241	-0.01(-0.01)	241(482630)
230	0.05	-0.18(-0.18)	0.23(468)
230	0.05	-0.18(-0.18)	0.23(454)
240	0.19	-0.08(-0.08)	0.27(540)
240	142	-0.0(-0.0)	142(284651)
240	0.08	-0.16(-0.16)	0.24(477)
240	0.08	-0.16(-0.16)	0.24(475)
250	0.12	-0.12(-0.12)	0.24(486)
250	357	-0.02(-0.02)	357(713919)
250	0.04	-0.18(-0.18)	0.22(446)
250	0.01	-0.2(-0.2)	0.21(423)
260	0.15	-0.1(-0.1)	0.25(491)
260	317	-0.0(-0.0)	317(634551)
260	0.02	-0.19(-0.19)	0.22(432)
260	-0.02	-0.22(-0.22)	0.21(413)
270	156	-0.01(-0.01)	156(312547)
270	0.02	-0.17(-0.17)	0.19(381)
270	0.01	-0.19(-0.19)	0.2(407)
270	0.0	-0.19(-0.19)	0.2(392)
280	21.5	-0.02(-0.02)	21.5(43069)
280	-0.02	-0.19(-0.19)	0.17(348)
280	-0.03	-0.23(-0.23)	0.2(393)
280	-0.04	-0.23(-0.23)	0.19(380)
290	123	-0.02(-0.02)	123(245981)
290	-0.0	-0.2(-0.2)	0.19(382)
290	-0.04	-0.23(-0.23)	0.19(374)
290	-0.04	-0.23(-0.23)	0.19(376)
300	33.1	-0.01(-0.01)	33.1(66282)
300	-0.01	-0.2(-0.2)	0.19(375)
300	-0.07	-0.25(-0.25)	0.19(378)
300	-0.05	-0.24(-0.24)	0.18(368)
310	8.8	-0.02(-0.02)	8.83(17651)
310	-0.09	-0.23(-0.23)	0.14(271)
310	-0.04	-0.24(-0.24)	0.19(389)
310	-0.08	-0.25(-0.25)	0.17(346)
320	38.4	0.0(0.0)	38.4(76732)
320	-0.03	-0.22(-0.22)	0.19(374)
320	-0.11	-0.29(-0.29)	0.17(348)
320	-0.11	-0.29(-0.29)	0.18(361)
330	7.81	-0.01(-0.01)	7.82(15630)
330	-0.05	-0.23(-0.23)	0.17(350)
330	-0.07	-0.24(-0.24)	0.17(339)
330	-0.11	-0.27(-0.27)	0.16(317)
340	41.6	-0.01(-0.01)	41.6(83132)
340	-0.07	-0.22(-0.22)	0.14(286)
340	-0.13	-0.27(-0.27)	0.15(291)
340	-0.13	-0.29(-0.29)	0.16(316)
350	49.7	-0.01(-0.01)	49.7(99426)
350	-0.12	-0.26(-0.26)	0.14(280)
350	-0.21	-0.34(-0.34)	0.13(262)
350	-0.19	-0.34(-0.34)	0.14(287)
360	13.1	-0.03(-0.03)	13.1(26206)
360	-0.21	-0.33(-0.33)	0.12(239)
360	-0.26	-0.38(-0.38)	0.12(241)
360	-0.26	-0.39(-0.39)	0.13(252)
370	0.31	-0.03(-0.03)	0.33(668)
370	-0.15	-0.27(-0.27)	0.12(232)
370	-0.22	-0.33(-0.33)	0.11(227)
370	-0.21	-0.33(-0.33)	0.12(235)
380	2.72	-0.01(-0.01)	2.74(5479)
380	-0.11	-0.24(-0.24)	0.14(271)
380	-0.19	-0.3(-0.3)	0.11(222)
380	-0.2	-0.31(-0.31)	0.11(225)
390	0.01	-0.05(-0.05)	0.05(107)
390	-0.25	-0.34(-0.34)	0.09(178)
390	-0.29	-0.4(-0.4)	0.1(208)
390	-0.29	-0.4(-0.4)	0.11(217)
400	0.44	-0.0(-0.0)	0.44(886)
400	-0.07	-0.21(-0.21)	0.15(294)
400	-0.18	-0.29(-0.29)	0.11(217)
400	-0.19	-0.3(-0.3)	0.11(218)
